client	date	weekday	paymethod	value	product
62789	12-Dec-97	Friday	money	15161	beer
63368	11-Dec-97	Thursday	card	42407	frozen_meals
63452	22-Dec-97	Monday	money	17892	beer
63829	07-Dec-97	Sunday	card	29858	charcuterie
63979	18-Dec-97	Thursday	card	39	spirit drinks
64215	06-Dec-97	Saturday	money	17099	charcuterie
64239	25-Dec-97	Thursday	card	27508	beer
64281	02-Dec-97	Tuesday	card	1772	charcuterie
64596	14-Dec-97	Sunday	money	42134	dairy
64668	17-Dec-97	Wednesday	money	31201	beer
64752	19-Dec-97	Friday	money	18847	charcuterie
64861	01-Dec-97	Monday	money	18771	clothes
65425	23-Dec-97	Tuesday	card	23025	charcuterie
66191	06-Dec-97	Saturday	money	37523	charcuterie
66267	19-Dec-97	Friday	money	1569	fish
66988	07-Dec-97	Sunday	card	17959	canned
67455	22-Dec-97	Monday	card	1820	beer
68104	19-Dec-97	Friday	bankcheck	1233	beer
68156	13-Dec-97	Saturday	bankcheck	18115	spirit drinks
69110	23-Dec-97	Tuesday	money	11849	dairy
69774	10-Dec-97	Wednesday	money	25448	charcuterie
69802	16-Dec-97	Tuesday	money	43542	beer
69965	10-Dec-97	Wednesday	card	38787	fish
70018	23-Dec-97	Tuesday	bankcheck	42800	beer
70428	03-Dec-97	Wednesday	card	23608	charcuterie
70481	14-Dec-97	Sunday	bankcheck	31700	canned
71140	09-Dec-97	Tuesday	card	22094	charcuterie
71276	05-Dec-97	Friday	card	36339	charcuterie
71343	17-Dec-97	Wednesday	money	48275	beer
71600	26-Dec-97	Friday	bankcheck	47323	fish
71604	20-Dec-97	Saturday	card	18172	fish
71652	17-Dec-97	Wednesday	card	34069	canned
71690	25-Dec-97	Thursday	money	13636	spirit drinks
71887	11-Dec-97	Thursday	money	3007	dairy
72298	02-Dec-97	Tuesday	money	41063	beer
72299	17-Dec-97	Wednesday	bankcheck	24027	spirit drinks
72454	20-Dec-97	Saturday	money	44126	charcuterie
72849	11-Dec-97	Thursday	card	20774	fruitvegs
72901	25-Dec-97	Thursday	bankcheck	23980	charcuterie
72986	28-Dec-97	Sunday	card	25977	charcuterie
73480	10-Dec-97	Wednesday	bankcheck	13976	canned
74423	01-Dec-97	Monday	money	22318	charcuterie
74876	13-Dec-97	Saturday	money	18294	charcuterie
75130	04-Dec-97	Thursday	bankcheck	39149	beer
76095	05-Dec-97	Friday	bankcheck	28002	beer
76944	12-Dec-97	Friday	money	47616	wine
77218	09-Dec-97	Tuesday	card	38272	charcuterie
77419	21-Dec-97	Sunday	card	29740	charcuterie
78363	09-Dec-97	Tuesday	card	49413	fruitvegs
78967	03-Dec-97	Wednesday	bankcheck	3617	charcuterie
79632	01-Dec-97	Monday	card	12536	beer
80198	25-Dec-97	Thursday	card	3427	wine
80306	15-Dec-97	Monday	money	31996	frozen_meals
80578	12-Dec-97	Friday	card	30687	beer
80954	24-Dec-97	Wednesday	money	13973	frozen_meals
81034	21-Dec-97	Sunday	bankcheck	20951	beer
81487	02-Dec-97	Tuesday	bankcheck	20077	frozen_meals
82096	29-Dec-97	Monday	money	44539	canned
82173	04-Dec-97	Thursday	money	15751	dairy
82419	16-Dec-97	Tuesday	bankcheck	19726	charcuterie
82558	14-Dec-97	Sunday	card	10107	beer
83071	10-Dec-97	Wednesday	money	29854	clothes
83102	19-Dec-97	Friday	money	48008	charcuterie
83340	20-Dec-97	Saturday	money	27136	spirit drinks
83536	29-Dec-97	Monday	money	31937	fish
84042	19-Dec-97	Friday	money	18185	charcuterie
84148	04-Dec-97	Thursday	bankcheck	49179	charcuterie
84180	18-Dec-97	Thursday	bankcheck	10423	canned
84937	03-Dec-97	Wednesday	bankcheck	24808	charcuterie
85081	24-Dec-97	Wednesday	card	38259	wine
85259	12-Dec-97	Friday	card	40930	charcuterie
86044	12-Dec-97	Friday	card	30543	charcuterie
86217	26-Dec-97	Friday	card	19538	beer
86331	09-Dec-97	Tuesday	card	45452	clothes
88812	24-Dec-97	Wednesday	card	28876	beer
89041	24-Dec-97	Wednesday	bankcheck	2508	canned
89406	24-Dec-97	Wednesday	money	13218	beer
89425	20-Dec-97	Saturday	bankcheck	28862	canned
89460	25-Dec-97	Thursday	money	33419	fruitvegs
89484	18-Dec-97	Thursday	card	40655	canned
89872	20-Dec-97	Saturday	card	15682	beer
90360	10-Dec-97	Wednesday	money	15137	meat
90462	28-Dec-97	Sunday	money	10073	wine
90730	17-Dec-97	Wednesday	money	29500	frozen_meals
91913	17-Dec-97	Wednesday	money	42893	charcuterie
93393	06-Dec-97	Saturday	money	35457	charcuterie
93527	24-Dec-97	Wednesday	money	3336	beer
93920	02-Dec-97	Tuesday	card	22539	wine
94004	04-Dec-97	Thursday	card	43868	charcuterie
94341	27-Dec-97	Saturday	card	22462	canned
94467	19-Dec-97	Friday	money	18959	dairy
95354	05-Dec-97	Friday	bankcheck	35397	canned
95604	06-Dec-97	Saturday	bankcheck	23506	dairy
95887	25-Dec-97	Thursday	money	43196	beer
95915	20-Dec-97	Saturday	money	17313	charcuterie
96078	20-Dec-97	Saturday	money	10461	canned
96289	22-Dec-97	Monday	card	16136	charcuterie
96512	01-Dec-97	Monday	card	37872	fruitvegs
96694	18-Dec-97	Thursday	card	28276	wine
96881	29-Dec-97	Monday	card	14611	charcuterie
96982	29-Dec-97	Monday	card	15496	fruitvegs
97148	12-Dec-97	Friday	card	49347	canned
97287	23-Dec-97	Tuesday	bankcheck	35371	wine
97377	17-Dec-97	Wednesday	card	2826	charcuterie
98204	07-Dec-97	Sunday	bankcheck	18442	beer
98809	24-Dec-97	Wednesday	card	45590	fruitvegs
99046	02-Dec-97	Tuesday	money	23646	charcuterie
100256	27-Dec-97	Saturday	bankcheck	11910	beer
100328	02-Dec-97	Tuesday	bankcheck	30410	canned
100918	27-Dec-97	Saturday	money	185	beer
101031	01-Dec-97	Monday	card	47521	frozen_meals
101100	24-Dec-97	Wednesday	card	18959	canned
102215	25-Dec-97	Thursday	money	13165	canned
102467	11-Dec-97	Thursday	card	13762	wine
103087	12-Dec-97	Friday	money	3858	charcuterie
103168	21-Dec-97	Sunday	card	12268	wine
103385	05-Dec-97	Friday	money	22830	frozen_meals
103462	03-Dec-97	Wednesday	money	40338	wine
103485	07-Dec-97	Sunday	money	23634	beer
104554	27-Dec-97	Saturday	money	19063	charcuterie
104722	10-Dec-97	Wednesday	card	33668	canned
104800	22-Dec-97	Monday	card	13258	beer
105412	04-Dec-97	Thursday	money	18310	charcuterie
105601	21-Dec-97	Sunday	card	40765	canned
106044	02-Dec-97	Tuesday	card	36134	fish
106494	10-Dec-97	Wednesday	card	46581	beer
106499	14-Dec-97	Sunday	money	26959	canned
106522	23-Dec-97	Tuesday	bankcheck	1001	charcuterie
106585	28-Dec-97	Sunday	money	23647	beer
106649	08-Dec-97	Monday	card	25812	dairy
107314	14-Dec-97	Sunday	money	42935	frozen_meals
107728	01-Dec-97	Monday	bankcheck	16960	charcuterie
107876	11-Dec-97	Thursday	bankcheck	21893	beer
108596	19-Dec-97	Friday	card	393	beer
108718	18-Dec-97	Thursday	money	15621	fish
108764	16-Dec-97	Tuesday	money	44629	canned
109048	21-Dec-97	Sunday	card	42580	canned
109224	03-Dec-97	Wednesday	bankcheck	20095	fish
109530	07-Dec-97	Sunday	card	37484	beer
109551	15-Dec-97	Monday	money	40611	beer
109672	16-Dec-97	Tuesday	card	16530	charcuterie
10902	23-Dec-97	Tuesday	card	26718	wine
10987	25-Dec-97	Thursday	money	37708	clothes
11565	26-Dec-97	Friday	money	44974	dairy
12291	28-Dec-97	Sunday	money	41952	clothes
12582	03-Dec-97	Wednesday	money	25601	fish
12584	13-Dec-97	Saturday	card	46632	wine
13325	25-Dec-97	Thursday	card	41280	dairy
14368	09-Dec-97	Tuesday	bankcheck	34918	clothes
14658	22-Dec-97	Monday	card	46805	fish
14692	12-Dec-97	Friday	card	40888	wine
14743	15-Dec-97	Monday	money	21681	canned
14875	19-Dec-97	Friday	bankcheck	18515	wine
14912	25-Dec-97	Thursday	bankcheck	39156	canned
16287	14-Dec-97	Sunday	money	42553	spirit drinks
17133	06-Dec-97	Saturday	card	21328	fruitvegs
17201	25-Dec-97	Thursday	card	37775	dairy
17864	10-Dec-97	Wednesday	bankcheck	35656	clothes
18079	09-Dec-97	Tuesday	card	2482	wine
18126	24-Dec-97	Wednesday	card	34713	fruitvegs
18331	20-Dec-97	Saturday	card	4790	wine
18334	22-Dec-97	Monday	money	42434	wine
18920	02-Dec-97	Tuesday	money	45368	wine
19193	12-Dec-97	Friday	card	22350	spirit drinks
20325	28-Dec-97	Sunday	card	1536	wine
20521	23-Dec-97	Tuesday	money	46	wine
20849	11-Dec-97	Thursday	money	44982	clothes
21543	03-Dec-97	Wednesday	bankcheck	13918	wine
21875	02-Dec-97	Tuesday	money	10727	dairy
22316	09-Dec-97	Tuesday	money	29758	meat
23419	13-Dec-97	Saturday	money	15620	meat
23501	15-Dec-97	Monday	money	1022	dairy
23682	29-Dec-97	Monday	bankcheck	29718	charcuterie
23718	16-Dec-97	Tuesday	bankcheck	37861	canned
24566	11-Dec-97	Thursday	card	39449	clothes
24651	10-Dec-97	Wednesday	money	32122	wine
24686	07-Dec-97	Sunday	card	38278	charcuterie
24874	06-Dec-97	Saturday	money	3594	fruitvegs
25311	09-Dec-97	Tuesday	card	47545	wine
25668	10-Dec-97	Wednesday	bankcheck	21957	clothes
25765	16-Dec-97	Tuesday	bankcheck	35681	clothes
25774	23-Dec-97	Tuesday	money	3877	clothes
26130	11-Dec-97	Thursday	bankcheck	12621	wine
26291	19-Dec-97	Friday	card	14090	wine
26630	22-Dec-97	Monday	card	46487	dairy
26748	24-Dec-97	Wednesday	card	23688	wine
27673	09-Dec-97	Tuesday	money	37565	charcuterie
28061	06-Dec-97	Saturday	card	37224	wine
28233	29-Dec-97	Monday	money	40811	clothes
28313	15-Dec-97	Monday	money	34889	wine
28314	01-Dec-97	Monday	card	38806	frozen_meals
28498	07-Dec-97	Sunday	bankcheck	34230	wine
28528	09-Dec-97	Tuesday	bankcheck	40711	clothes
28979	08-Dec-97	Monday	bankcheck	35849	clothes
29095	29-Dec-97	Monday	bankcheck	46710	wine
29224	15-Dec-97	Monday	card	40948	dairy
29310	08-Dec-97	Monday	money	49846	spirit drinks
29343	18-Dec-97	Thursday	bankcheck	11038	clothes
29640	24-Dec-97	Wednesday	money	28596	canned
30243	21-Dec-97	Sunday	money	30392	charcuterie
30459	30-Dec-97	Tuesday	bankcheck	32676	clothes
31011	14-Dec-97	Sunday	card	39563	fruitvegs
31033	05-Dec-97	Friday	card	41565	wine
31083	22-Dec-97	Monday	money	45615	clothes
31921	07-Dec-97	Sunday	bankcheck	34426	wine
32380	10-Dec-97	Wednesday	card	11122	fruitvegs
33173	11-Dec-97	Thursday	money	36833	clothes
33233	14-Dec-97	Sunday	card	2477	wine
33413	06-Dec-97	Saturday	money	37902	wine
33622	14-Dec-97	Sunday	money	39238	fish
33697	09-Dec-97	Tuesday	money	2198	meat
34593	12-Dec-97	Friday	card	35823	meat
34605	12-Dec-97	Friday	card	458	clothes
35197	09-Dec-97	Tuesday	money	40340	dairy
35262	23-Dec-97	Tuesday	bankcheck	26251	charcuterie
35904	13-Dec-97	Saturday	bankcheck	38061	canned
36040	27-Dec-97	Saturday	money	37303	spirit drinks
36863	15-Dec-97	Monday	card	39470	clothes
37523	16-Dec-97	Tuesday	card	27671	wine
37571	08-Dec-97	Monday	money	18064	wine
37917	13-Dec-97	Saturday	money	22929	clothes
38063	16-Dec-97	Tuesday	money	36074	dairy
38097	13-Dec-97	Saturday	money	37138	beer
38600	24-Dec-97	Wednesday	card	4748	wine
38645	11-Dec-97	Thursday	money	47210	fruitvegs
39042	27-Dec-97	Saturday	money	49832	meat
39081	28-Dec-97	Sunday	bankcheck	47581	spirit drinks
39884	06-Dec-97	Saturday	money	31274	wine
40282	16-Dec-97	Tuesday	money	33521	clothes
40459	13-Dec-97	Saturday	card	37994	wine
40505	14-Dec-97	Sunday	card	43039	clothes
40579	16-Dec-97	Tuesday	money	4954	clothes
42056	17-Dec-97	Wednesday	card	44852	fish
42167	21-Dec-97	Sunday	card	10620	spirit drinks
42381	24-Dec-97	Wednesday	money	46062	charcuterie
42459	04-Dec-97	Thursday	card	32645	clothes
43800	27-Dec-97	Saturday	card	44283	beer
43964	26-Dec-97	Friday	money	29458	wine
44235	24-Dec-97	Wednesday	money	27727	beer
44594	09-Dec-97	Tuesday	money	46675	wine
44775	03-Dec-97	Wednesday	bankcheck	23574	fruitvegs
47251	21-Dec-97	Sunday	card	46406	wine
47330	20-Dec-97	Saturday	money	20935	clothes
47343	25-Dec-97	Thursday	card	48955	clothes
47489	30-Dec-97	Tuesday	card	23024	clothes
47598	02-Dec-97	Tuesday	card	42943	clothes
47913	27-Dec-97	Saturday	bankcheck	49068	clothes
47914	28-Dec-97	Sunday	money	44591	wine
49085	09-Dec-97	Tuesday	card	26194	clothes
50087	13-Dec-97	Saturday	card	40926	wine
50142	16-Dec-97	Tuesday	card	17788	wine
50150	08-Dec-97	Monday	money	39525	fruitvegs
51939	05-Dec-97	Friday	card	43242	wine
52359	27-Dec-97	Saturday	bankcheck	26205	frozen_meals
52421	20-Dec-97	Saturday	card	31736	beer
52451	07-Dec-97	Sunday	bankcheck	4906	wine
53750	05-Dec-97	Friday	bankcheck	38511	clothes
54152	27-Dec-97	Saturday	card	2060	wine
54462	21-Dec-97	Sunday	money	38839	charcuterie
54981	29-Dec-97	Monday	money	49220	wine
55550	19-Dec-97	Friday	money	3148	frozen_meals
55625	01-Dec-97	Monday	card	44863	spirit drinks
55951	14-Dec-97	Sunday	card	15679	wine
56097	16-Dec-97	Tuesday	money	46719	wine
56258	26-Dec-97	Friday	card	21580	wine
57207	10-Dec-97	Wednesday	bankcheck	39163	clothes
57952	03-Dec-97	Wednesday	bankcheck	35149	wine
58235	07-Dec-97	Sunday	money	48115	wine
58768	08-Dec-97	Monday	bankcheck	18080	spirit drinks
59297	17-Dec-97	Wednesday	bankcheck	49357	beer
59352	20-Dec-97	Saturday	money	49421	dairy
59480	21-Dec-97	Sunday	money	10328	fruitvegs
60073	23-Dec-97	Tuesday	card	1166	dairy
60153	16-Dec-97	Tuesday	card	4716	charcuterie
61255	03-Dec-97	Wednesday	money	49567	spirit drinks
61270	22-Dec-97	Monday	card	31904	wine
61309	25-Dec-97	Thursday	bankcheck	22550	meat
61869	27-Dec-97	Saturday	money	31801	canned
62022	05-Dec-97	Friday	money	42713	clothes
64053	07-Dec-97	Sunday	bankcheck	31180	wine
64239	25-Dec-97	Thursday	card	27508	frozen_meals
64281	02-Dec-97	Tuesday	card	1772	canned
64892	05-Dec-97	Friday	money	39000	frozen_meals
65418	10-Dec-97	Wednesday	money	38602	wine
66267	19-Dec-97	Friday	money	1569	wine
66940	26-Dec-97	Friday	card	43961	wine
67063	23-Dec-97	Tuesday	card	40015	wine
67133	24-Dec-97	Wednesday	bankcheck	36691	wine
68058	01-Dec-97	Monday	money	49886	fruitvegs
69110	23-Dec-97	Tuesday	money	11849	fish
69380	15-Dec-97	Monday	bankcheck	34038	wine
69401	16-Dec-97	Tuesday	money	3675	meat
69718	18-Dec-97	Thursday	card	43398	clothes
69774	10-Dec-97	Wednesday	money	25448	spirit drinks
70014	20-Dec-97	Saturday	card	17493	canned
70018	23-Dec-97	Tuesday	bankcheck	42800	fish
70063	24-Dec-97	Wednesday	bankcheck	28393	wine
70428	03-Dec-97	Wednesday	card	23608	wine
71462	05-Dec-97	Friday	card	40998	clothes
71600	26-Dec-97	Friday	bankcheck	47323	charcuterie
71887	11-Dec-97	Thursday	money	3007	beer
72454	20-Dec-97	Saturday	money	44126	wine
72902	10-Dec-97	Wednesday	money	46545	spirit drinks
73004	18-Dec-97	Thursday	bankcheck	13058	wine
73630	28-Dec-97	Sunday	card	10451	meat
73708	23-Dec-97	Tuesday	bankcheck	43307	fruitvegs
75792	04-Dec-97	Thursday	money	31202	wine
75815	05-Dec-97	Friday	card	19193	wine
76777	10-Dec-97	Wednesday	card	4375	clothes
76944	12-Dec-97	Friday	money	47616	beer
77218	09-Dec-97	Tuesday	card	38272	canned
77335	18-Dec-97	Thursday	money	47813	clothes
78030	19-Dec-97	Friday	card	34647	meat
78113	16-Dec-97	Tuesday	money	14392	wine
78363	09-Dec-97	Tuesday	card	49413	canned
78598	15-Dec-97	Monday	money	48657	wine
79001	16-Dec-97	Tuesday	card	38552	clothes
79305	21-Dec-97	Sunday	bankcheck	18638	meat
79577	22-Dec-97	Monday	card	41251	wine
80198	25-Dec-97	Thursday	card	3427	charcuterie
80306	15-Dec-97	Monday	money	31996	charcuterie
80438	04-Dec-97	Thursday	card	15835	wine
80869	14-Dec-97	Sunday	card	10045	wine
81690	26-Dec-97	Friday	card	37362	clothes
82558	14-Dec-97	Sunday	card	10107	spirit drinks
82753	08-Dec-97	Monday	bankcheck	37576	fruitvegs
82801	12-Dec-97	Friday	card	42544	wine
82901	08-Dec-97	Monday	money	39834	clothes
83340	20-Dec-97	Saturday	money	27136	beer
83439	26-Dec-97	Friday	card	33498	fish
83883	26-Dec-97	Friday	card	2303	wine
84033	27-Dec-97	Saturday	money	434	wine
84092	11-Dec-97	Thursday	card	34850	dairy
84148	04-Dec-97	Thursday	bankcheck	49179	beer
84497	08-Dec-97	Monday	card	38292	meat
85081	24-Dec-97	Wednesday	card	38259	beer
85475	09-Dec-97	Tuesday	card	37004	fruitvegs
85585	17-Dec-97	Wednesday	card	3643	wine
85771	13-Dec-97	Saturday	card	10046	wine
86044	12-Dec-97	Friday	card	30543	canned
86983	27-Dec-97	Saturday	card	43345	meat
87151	25-Dec-97	Thursday	bankcheck	44118	fish
87270	28-Dec-97	Sunday	bankcheck	31487	canned
87482	04-Dec-97	Thursday	card	4010	wine
87793	16-Dec-97	Tuesday	money	46884	frozen_meals
88176	15-Dec-97	Monday	card	34537	clothes
88596	23-Dec-97	Tuesday	money	34108	wine
88972	22-Dec-97	Monday	money	31855	wine
89106	13-Dec-97	Saturday	bankcheck	4666	clothes
89209	28-Dec-97	Sunday	bankcheck	24162	wine
89250	17-Dec-97	Wednesday	money	43604	clothes
90462	28-Dec-97	Sunday	money	10073	charcuterie
91019	06-Dec-97	Saturday	card	48403	wine
91928	11-Dec-97	Thursday	card	12364	fish
91972	27-Dec-97	Saturday	card	49158	frozen_meals
92227	13-Dec-97	Saturday	money	42533	clothes
92868	17-Dec-97	Wednesday	bankcheck	48355	canned
93037	19-Dec-97	Friday	money	19176	canned
93353	20-Dec-97	Saturday	card	36804	canned
93401	05-Dec-97	Friday	card	45796	dairy
93527	24-Dec-97	Wednesday	money	3336	charcuterie
93669	16-Dec-97	Tuesday	bankcheck	27703	wine
93920	02-Dec-97	Tuesday	card	22539	frozen_meals
94015	06-Dec-97	Saturday	bankcheck	48200	dairy
94108	28-Dec-97	Sunday	money	21363	wine
94341	27-Dec-97	Saturday	card	22462	wine
94754	04-Dec-97	Thursday	money	45086	canned
94864	08-Dec-97	Monday	bankcheck	43474	wine
95141	15-Dec-97	Monday	card	45343	fruitvegs
95443	27-Dec-97	Saturday	card	47924	wine
95479	18-Dec-97	Thursday	bankcheck	45742	wine
95604	06-Dec-97	Saturday	bankcheck	23506	meat
95896	24-Dec-97	Wednesday	card	37282	wine
95921	02-Dec-97	Tuesday	money	34858	clothes
96512	01-Dec-97	Monday	card	37872	beer
96694	18-Dec-97	Thursday	card	28276	fish
96881	29-Dec-97	Monday	card	14611	frozen_meals
97148	12-Dec-97	Friday	card	49347	charcuterie
97287	23-Dec-97	Tuesday	bankcheck	35371	charcuterie
97761	02-Dec-97	Tuesday	card	32318	clothes
98409	10-Dec-97	Wednesday	money	32601	wine
98635	15-Dec-97	Monday	money	33948	wine
98696	18-Dec-97	Thursday	money	31196	clothes
98809	24-Dec-97	Wednesday	card	45590	clothes
98836	27-Dec-97	Saturday	money	38603	clothes
99347	28-Dec-97	Sunday	card	34665	clothes
99624	06-Dec-97	Saturday	bankcheck	20933	fruitvegs
100255	16-Dec-97	Tuesday	bankcheck	22680	wine
100256	27-Dec-97	Saturday	bankcheck	11910	canned
100553	24-Dec-97	Wednesday	card	24146	fruitvegs
101100	24-Dec-97	Wednesday	card	18959	beer
101414	25-Dec-97	Thursday	card	2683	wine
102467	11-Dec-97	Thursday	card	13762	canned
102934	19-Dec-97	Friday	bankcheck	37735	clothes
103087	12-Dec-97	Friday	money	3858	canned
103139	13-Dec-97	Saturday	money	18796	canned
103166	19-Dec-97	Friday	money	25592	wine
103168	21-Dec-97	Sunday	card	12268	fruitvegs
103462	03-Dec-97	Wednesday	money	40338	beer
103708	10-Dec-97	Wednesday	money	2606	wine
104011	26-Dec-97	Friday	card	19589	wine
104165	03-Dec-97	Wednesday	card	32296	wine
104327	29-Dec-97	Monday	bankcheck	2622	wine
104630	06-Dec-97	Saturday	card	49689	clothes
104903	16-Dec-97	Tuesday	money	34444	clothes
104971	18-Dec-97	Thursday	bankcheck	35750	wine
105007	25-Dec-97	Thursday	card	44682	clothes
106004	26-Dec-97	Friday	money	31913	wine
106044	02-Dec-97	Tuesday	card	36134	charcuterie
106122	06-Dec-97	Saturday	money	32336	wine
106494	10-Dec-97	Wednesday	card	46581	fruitvegs
107314	14-Dec-97	Sunday	money	42935	charcuterie
107499	19-Dec-97	Friday	money	12396	wine
107728	01-Dec-97	Monday	bankcheck	16960	wine
107876	11-Dec-97	Thursday	bankcheck	21893	charcuterie
108003	14-Dec-97	Sunday	card	12510	wine
108601	18-Dec-97	Thursday	money	14122	dairy
108739	15-Dec-97	Monday	money	10974	clothes
108764	16-Dec-97	Tuesday	money	44629	charcuterie
108855	24-Dec-97	Wednesday	card	32842	dairy
109000	24-Dec-97	Wednesday	money	14965	wine
109048	21-Dec-97	Sunday	card	42580	beer
109061	27-Dec-97	Saturday	money	37348	clothes
109376	08-Dec-97	Monday	money	43110	wine
109425	09-Dec-97	Tuesday	card	23235	wine
109551	15-Dec-97	Monday	money	40611	wine
109672	16-Dec-97	Tuesday	card	16530	beer
10150	19-Dec-97	Friday	card	41135	fruitvegs
10614	20-Dec-97	Saturday	money	19042	spirit drinks
11119	10-Dec-97	Wednesday	bankcheck	29420	fish
12312	23-Dec-97	Tuesday	card	19218	spirit drinks
12938	27-Dec-97	Saturday	bankcheck	49484	frozen_meals
13903	20-Dec-97	Saturday	money	29165	spirit drinks
14514	06-Dec-97	Saturday	card	31602	spirit drinks
14759	07-Dec-97	Sunday	card	14867	canned
16220	23-Dec-97	Tuesday	bankcheck	34787	charcuterie
16287	14-Dec-97	Sunday	money	42553	fruitvegs
17133	06-Dec-97	Saturday	card	21328	frozen_meals
18126	24-Dec-97	Wednesday	card	34713	fish
18920	02-Dec-97	Tuesday	money	45368	spirit drinks
19193	12-Dec-97	Friday	card	22350	wine
20849	11-Dec-97	Thursday	money	44982	canned
21543	03-Dec-97	Wednesday	bankcheck	13918	spirit drinks
22316	09-Dec-97	Tuesday	money	29758	canned
23037	11-Dec-97	Thursday	money	46016	canned
23419	13-Dec-97	Saturday	money	15620	spirit drinks
23501	15-Dec-97	Monday	money	1022	wine
24534	03-Dec-97	Wednesday	card	37739	clothes
24651	10-Dec-97	Wednesday	money	32122	spirit drinks
25097	01-Dec-97	Monday	money	20010	frozen_meals
25774	23-Dec-97	Tuesday	money	3877	canned
26291	19-Dec-97	Friday	card	14090	spirit drinks
27306	02-Dec-97	Tuesday	bankcheck	17391	charcuterie
27462	16-Dec-97	Tuesday	money	39748	beer
27664	25-Dec-97	Thursday	money	35636	meat
27694	12-Dec-97	Friday	card	24895	spirit drinks
28977	27-Dec-97	Saturday	card	37266	spirit drinks
29310	08-Dec-97	Monday	money	49846	wine
29316	12-Dec-97	Friday	card	34521	charcuterie
29944	04-Dec-97	Thursday	money	42898	spirit drinks
30239	20-Dec-97	Saturday	card	42372	fruitvegs
30390	21-Dec-97	Sunday	money	26628	spirit drinks
30423	28-Dec-97	Sunday	bankcheck	4494	spirit drinks
31083	22-Dec-97	Monday	money	45615	canned
34605	12-Dec-97	Friday	card	458	canned
35707	12-Dec-97	Friday	money	16535	dairy
35904	13-Dec-97	Saturday	bankcheck	38061	fish
36040	27-Dec-97	Saturday	money	37303	frozen_meals
36190	23-Dec-97	Tuesday	bankcheck	28413	spirit drinks
36278	24-Dec-97	Wednesday	money	43007	frozen_meals
36405	29-Dec-97	Monday	bankcheck	34822	charcuterie
37098	29-Dec-97	Monday	card	26638	spirit drinks
37523	16-Dec-97	Tuesday	card	27671	canned
37571	08-Dec-97	Monday	money	18064	canned
37939	06-Dec-97	Saturday	card	49732	spirit drinks
38014	29-Dec-97	Monday	bankcheck	2333	frozen_meals
38723	26-Dec-97	Friday	bankcheck	1716	spirit drinks
39081	28-Dec-97	Sunday	bankcheck	47581	meat
39952	08-Dec-97	Monday	card	35337	canned
40690	28-Dec-97	Sunday	money	28620	frozen_meals
41157	04-Dec-97	Thursday	money	20233	frozen_meals
41841	13-Dec-97	Saturday	money	18282	canned
42167	21-Dec-97	Sunday	card	10620	wine
42459	04-Dec-97	Thursday	card	32645	meat
42524	19-Dec-97	Friday	bankcheck	14299	dairy
42653	22-Dec-97	Monday	card	14050	spirit drinks
42778	23-Dec-97	Tuesday	money	35281	charcuterie
43044	25-Dec-97	Thursday	money	29884	spirit drinks
43111	14-Dec-97	Sunday	money	43437	canned
43550	25-Dec-97	Thursday	money	10536	frozen_meals
44562	03-Dec-97	Wednesday	bankcheck	1353	frozen_meals
46054	09-Dec-97	Tuesday	card	14281	beer
46071	30-Dec-97	Tuesday	money	18121	dairy
47251	21-Dec-97	Sunday	card	46406	spirit drinks
47547	26-Dec-97	Friday	money	42816	spirit drinks
47923	19-Dec-97	Friday	card	2604	spirit drinks
49658	29-Dec-97	Monday	card	17208	canned
50150	08-Dec-97	Monday	money	39525	wine
50180	07-Dec-97	Sunday	money	35544	clothes
50324	11-Dec-97	Thursday	money	20100	fish
50551	13-Dec-97	Saturday	card	27647	spirit drinks
51916	12-Dec-97	Friday	money	24743	charcuterie
52421	20-Dec-97	Saturday	card	31736	spirit drinks
52530	15-Dec-97	Monday	money	28082	spirit drinks
53320	06-Dec-97	Saturday	card	463	dairy
53953	20-Dec-97	Saturday	card	26973	spirit drinks
53959	24-Dec-97	Wednesday	money	40868	beer
54313	05-Dec-97	Friday	money	30654	clothes
55625	01-Dec-97	Monday	card	44863	fruitvegs
55992	26-Dec-97	Friday	money	17286	meat
56258	26-Dec-97	Friday	card	21580	spirit drinks
56885	14-Dec-97	Sunday	bankcheck	33569	charcuterie
57268	18-Dec-97	Thursday	money	25027	spirit drinks
58388	19-Dec-97	Friday	bankcheck	18770	beer
58566	20-Dec-97	Saturday	money	37664	spirit drinks
58768	08-Dec-97	Monday	bankcheck	18080	wine
59349	21-Dec-97	Sunday	card	28493	frozen_meals
59590	17-Dec-97	Wednesday	card	27983	canned
60890	25-Dec-97	Thursday	card	44632	dairy
61144	24-Dec-97	Wednesday	money	10374	fish
61159	18-Dec-97	Thursday	card	47228	spirit drinks
61255	03-Dec-97	Wednesday	money	49567	clothes
62995	05-Dec-97	Friday	money	14047	spirit drinks
63779	10-Dec-97	Wednesday	bankcheck	45902	spirit drinks
63979	18-Dec-97	Thursday	card	39	charcuterie
64239	25-Dec-97	Thursday	card	27508	canned
64561	19-Dec-97	Friday	money	23679	spirit drinks
64668	17-Dec-97	Wednesday	money	31201	canned
65006	03-Dec-97	Wednesday	money	1055	spirit drinks
65493	26-Dec-97	Friday	money	26773	spirit drinks
66940	26-Dec-97	Friday	card	43961	dairy
67063	23-Dec-97	Tuesday	card	40015	dairy
67809	04-Dec-97	Thursday	bankcheck	10376	spirit drinks
