ItemCode,ItemDescription,CategoryCode,SubCategoryCode,BrandCode,UpmarketFlag
I0000000710,BUNDY - 345BST,MTVV,PTVST,BBUNDY,T
I0000000711,BUNDY - 123TVS,MTVV,PTVST,BBUNDY,T
I0000000712,BUNDY - 234TVS,MTVV,PTVST,BBUNDY,T
I0000000713,BUNDY - 345TVS,MTVV,PTVST,BBUNDY,T
I0000000714,BUNDY - 123TVB,MTVV,PTVST,BBUNDY,T
I0000000715,BUNDY - 234TVB,MTVV,PTVST,BBUNDY,T
I0000000716,BUNDY - 345TVB,MTVV,PTVST,BBUNDY,T
I0000000717,GAPSONIC - GST-1234,MTVV,PTVST,BGAPSONIC,T
I0000000718,GAPSONIC - GST-2345,MTVV,PTVST,BGAPSONIC,T
I0000000719,GAPSONIC - GST-3456,MTVV,PTVST,BGAPSONIC,T
I0000000720,GAPSONIC - GST-4567,MTVV,PTVST,BGAPSONIC,T
I0000000721,GAPSONIC - GST-5678,MTVV,PTVST,BGAPSONIC,T
I0000000722,GAPSONIC - GST-6789,MTVV,PTVST,BGAPSONIC,T
I0000000723,GAPSONIC - GST-9876,MTVV,PTVST,BGAPSONIC,T
I0000000724,GAPSONIC - GST-8765,MTVV,PTVST,BGAPSONIC,T
I0000000725,GAPSONIC - GST-7654,MTVV,PTVST,BGAPSONIC,T
I0000000726,HUBISUBI - HUBTV1,MTVV,PTVST,BHUBISUBI,F
I0000000727,HUBISUBI - HUBTV2,MTVV,PTVST,BHUBISUBI,F
I0000000728,HUBISUBI - HUBTV3,MTVV,PTVST,BHUBISUBI,F
I0000000729,HUBISUBI - HUBTV4,MTVV,PTVST,BHUBISUBI,F
I0000000730,HUBISUBI - HUBTV5,MTVV,PTVST,BHUBISUBI,F
I0000000731,HUBISUBI - HUBTV6,MTVV,PTVST,BHUBISUBI,F
I0000000732,KOWALSKI - TVS653,MTVV,PTVST,BKOWALSKI,F
I0000000733,KOWALSKI - TVS753,MTVV,PTVST,BKOWALSKI,F
I0000000734,KOWALSKI - TVS862,MTVV,PTVST,BKOWALSKI,F
I0000000735,KOWALSKI - TVS932,MTVV,PTVST,BKOWALSKI,F
I0000000736,SHISHIBI - SH-039-D,MTVV,PTVST,BSHISHIBI,F
I0000000737,SHISHIBI - SH-285-L,MTVV,PTVST,BSHISHIBI,F
I0000000738,SHISHIBI - SH-279-V,MTVV,PTVST,BSHISHIBI,F
I0000000739,SHISHIBI - SH-259-P,MTVV,PTVST,BSHISHIBI,F
I0000000740,SHISHIBI - SH-012-O,MTVV,PTVST,BSHISHIBI,F
I0000000741,SHISHIBI - SH-246-Q,MTVV,PTVST,BSHISHIBI,F
I0000000742,SHISHIBI - SH-488-M,MTVV,PTVST,BSHISHIBI,F
I0000000743,SHISHIBI - SH-246-X,MTVV,PTVST,BSHISHIBI,F
I0000000744,SHISHIBI - SH-245-L,MTVV,PTVST,BSHISHIBI,F
I0000000745,TEKNODAN - 9854-BNM-92X,MTVV,PTVST,BTEKNODAN,F
I0000000746,TEKNODAN - 8674-HNW-25J,MTVV,PTVST,BTEKNODAN,F
I0000000747,TEKNODAN - 9274-HWN-69A,MTVV,PTVST,BTEKNODAN,F
I0000000748,TEKNODAN - 9175-JFE-87A,MTVV,PTVST,BTEKNODAN,F
I0000000749,TEKNODAN - 5739-ALA-84K,MTVV,PTVST,BTEKNODAN,F
I0000000750,TEKNODAN - 1293-SAG-23S,MTVV,PTVST,BTEKNODAN,F
I0000000751,TEKNODAN - 6997-HKH-69L,MTVV,PTVST,BTEKNODAN,F
I0000000752,VISITECH - VTTV-56753,MTVV,PTVST,BVISITECH,F
I0000000753,VISITECH - VTTV-67654,MTVV,PTVST,BVISITECH,F
I0000000754,VISITECH - VTTV-24729,MTVV,PTVST,BVISITECH,F
I0000000755,VISITECH - VTTV-38658,MTVV,PTVST,BVISITECH,F
I0000000756,VISITECH - VTTV-97685,MTVV,PTVST,BVISITECH,F
I0000000757,VISITECH - VTTV-31455,MTVV,PTVST,BVISITECH,F
I0000000758,VISITECH - VTTV-32445,MTVV,PTVST,BVISITECH,F
I0000000759,BUNDY - 123BVT,MTVV,PTVCR,BBUNDY,T
I0000000760,BUNDY - 234BVT,MTVV,PTVCR,BBUNDY,T
I0000000761,BUNDY - 345BVT,MTVV,PTVCR,BBUNDY,T
I0000000762,GAPSONIC - GSR-7632,MTVV,PTVCR,BGAPSONIC,T
I0000000763,GAPSONIC - GSR-7424,MTVV,PTVCR,BGAPSONIC,T
I0000000764,HUBISUBI - HUBTVC1,MTVV,PTVCR,BHUBISUBI,F
I0000000765,HUBISUBI - HUBTVC2,MTVV,PTVCR,BHUBISUBI,F
I0000000766,HUBISUBI - HUBTVC3,MTVV,PTVCR,BHUBISUBI,F
I0000000767,KOWALSKI - TVC643,MTVV,PTVCR,BKOWALSKI,F
I0000000768,KOWALSKI - TVC864,MTVV,PTVCR,BKOWALSKI,F
I0000000769,SHISHIBI - SH-772-X,MTVV,PTVCR,BSHISHIBI,F
I0000000770,BUNDY - 123VCR,MTVV,PVCRR,BBUNDY,T
I0000000771,BUNDY - 234VCR,MTVV,PVCRR,BBUNDY,T
I0000000772,BUNDY - 345VCR,MTVV,PVCRR,BBUNDY,T
I0000000773,BUNDY - 456VCR,MTVV,PVCRR,BBUNDY,T
I0000000774,BUNDY - 567VCR,MTVV,PVCRR,BBUNDY,T
I0000000775,BUNDY - 678VCR,MTVV,PVCRR,BBUNDY,T
I0000000776,GAPSONIC - GSV-6754,MTVV,PVCRR,BGAPSONIC,T
I0000000777,GAPSONIC - GSV-3585,MTVV,PVCRR,BGAPSONIC,T
I0000000778,GAPSONIC - GSV-7423,MTVV,PVCRR,BGAPSONIC,T
I0000000779,GAPSONIC - GSV-6755,MTVV,PVCRR,BGAPSONIC,T
I0000000780,GAPSONIC - GSV-6634,MTVV,PVCRR,BGAPSONIC,T
I0000000781,HUBISUBI - HUBVCR1,MTVV,PVCRR,BHUBISUBI,F
I0000000782,HUBISUBI - HUBVCR2,MTVV,PVCRR,BHUBISUBI,F
I0000000783,HUBISUBI - HUBVCR3,MTVV,PVCRR,BHUBISUBI,F
I0000000784,HUBISUBI - HUBVCR4,MTVV,PVCRR,BHUBISUBI,F
I0000000785,HUBISUBI - HUBVCR5,MTVV,PVCRR,BHUBISUBI,F
I0000000786,HUBISUBI - HUBVCR6,MTVV,PVCRR,BHUBISUBI,F
I0000000787,HUBISUBI - HUBVCR7,MTVV,PVCRR,BHUBISUBI,F
I0000000788,KOWALSKI - VCR564,MTVV,PVCRR,BKOWALSKI,F
I0000000789,KOWALSKI - VCR963,MTVV,PVCRR,BKOWALSKI,F
I0000000790,KOWALSKI - VCR235,MTVV,PVCRR,BKOWALSKI,F
I0000000791,KOWALSKI - VCR863,MTVV,PVCRR,BKOWALSKI,F
I0000000792,KOWALSKI - VCR867,MTVV,PVCRR,BKOWALSKI,F
I0000000793,KOWALSKI - VCR279,MTVV,PVCRR,BKOWALSKI,F
I0000000794,KOWALSKI - VCR087,MTVV,PVCRR,BKOWALSKI,F
I0000000795,KOWALSKI - VCR074,MTVV,PVCRR,BKOWALSKI,F
I0000000796,SHISHIBI - SH-246-K,MTVV,PVCRR,BSHISHIBI,F
I0000000797,SHISHIBI - SH-894-K,MTVV,PVCRR,BSHISHIBI,F
I0000000798,SHISHIBI - SH-257-L,MTVV,PVCRR,BSHISHIBI,F
I0000000799,SHISHIBI - SH-125-B,MTVV,PVCRR,BSHISHIBI,F
I0000000800,SHISHIBI - SH-346-M,MTVV,PVCRR,BSHISHIBI,F
I0000000801,SHISHIBI - SH-256-R,MTVV,PVCRR,BSHISHIBI,F
I0000000802,SHISHIBI - SH-345-J,MTVV,PVCRR,BSHISHIBI,F
I0000000803,TEKNODAN - 9547-SDD-37S,MTVV,PVCRR,BTEKNODAN,F
I0000000804,TEKNODAN - 9898-JKL-67L,MTVV,PVCRR,BTEKNODAN,F
I0000000805,TEKNODAN - 2345-DSF-34D,MTVV,PVCRR,BTEKNODAN,F
I0000000806,TEKNODAN - 5683-SDD-78Z,MTVV,PVCRR,BTEKNODAN,F
I0000000807,TEKNODAN - 2145-DGA-56S,MTVV,PVCRR,BTEKNODAN,F
I0000000808,TEKNODAN - 4568-HJF-67N,MTVV,PVCRR,BTEKNODAN,F
I0000000809,TEKNODAN - 3445-FGH-65Z,MTVV,PVCRR,BTEKNODAN,F
I0000000810,TEKNODAN - 3768-JHG-87L,MTVV,PVCRR,BTEKNODAN,F
I0000000811,VISITECH - VTVC-57984,MTVV,PVCRR,BVISITECH,F
I0000000812,VISITECH - VTVC-35354,MTVV,PVCRR,BVISITECH,F
I0000000813,VISITECH - VTVC-35463,MTVV,PVCRR,BVISITECH,F
I0000000814,VISITECH - VTVC-23457,MTVV,PVCRR,BVISITECH,F
I0000000815,VISITECH - VTVC-87861,MTVV,PVCRR,BVISITECH,F
I0000000816,VISITECH - VTVC-95484,MTVV,PVCRR,BVISITECH,F
I0000000817,VISITECH - VTVC-96789,MTVV,PVCRR,BVISITECH,F
I0000000818,VISITECH - VTVC-32543,MTVV,PVCRR,BVISITECH,F
I0000000819,VISITECH - VTVC-32467,MTVV,PVCRR,BVISITECH,F
